algo1,algo2,method,gamma_pref,treatment_percentage,cluster_shuffle_percentage,TUR_algo_1,TUR_algo_2,graph_cut,TE,Percentage_TE
Ideal,Random,User-corpus,1.0,0.5,0.4,[0.98497617 0.97800843 0.99133395 0.18185551],[4.22485482e-01 4.04345513e-01 4.40509259e-01 8.22423460e-05],0.0,[5.62490693e-01 5.42616799e-01 5.82904698e-01 1.08211922e-04],[5.71057870e-01 5.52323103e-01 5.90496288e-01 9.31742387e-05]
Ideal,User,User-corpus,1.0,0.5,0.4,[0.98505711 0.97777778 0.99192356 0.18191247],[0.08371239 0.03947439 0.14445122 0.00079572],0.0,[9.01344721e-01 8.39425084e-01 9.45906846e-01 8.02789327e-04],[9.15019498e-01 8.53256171e-01 9.59832283e-01 8.19597571e-04]
Random,Item,User-corpus,1.0,0.5,0.4,[0.4219427  0.40422015 0.43919642 0.03350989],[0.32875843 0.26318946 0.3924887  0.00114762],0.0,[0.09318428 0.02598724 0.16110107 0.00126269],[0.2203974  0.06256036 0.37889935 0.00686973]
Random,Ideal,User-corpus,1.0,0.5,0.4,[0.42219112 0.40453288 0.4390036  0.03352494],[9.84826558e-01 9.77529925e-01 9.91069761e-01 1.20969772e-05],0.0,[-5.62635439e-01 -5.82558767e-01 -5.42581352e-01  1.05863018e-04],[-1.33371893 -1.43962459 -1.23398372  0.00266248]
Random,User,User-corpus,1.0,0.5,0.4,[0.4221731  0.40479499 0.43865043 0.03351394],[0.08632678 0.04268664 0.15695199 0.00086188],0.0,[0.33584632 0.26397407 0.38424204 0.000961  ],[0.79536462 0.62649068 0.89903927 0.00489484]
User,Ideal,User-corpus,1.0,0.5,0.4,[0.08486979 0.04135244 0.14514078 0.00289232],[9.84954133e-01 9.77180754e-01 9.91285403e-01 1.24835885e-05],0.0,[-9.00084348e-01 -9.44401477e-01 -8.40611356e-01  7.72063042e-04],[-11.91070877 -22.83788193  -5.78926733  19.25198459]
User,Random,User-corpus,1.0,0.5,0.4,[0.08572588 0.04311196 0.1473971  0.00296426],[4.22381467e-01 4.04684028e-01 4.40338780e-01 8.24745075e-05],0.0,[-0.33665559 -0.38433225 -0.27144444  0.00088985],[-4.48655983 -8.64492262 -1.85655689  3.44322654]
User,Item,User-corpus,1.0,0.5,0.4,[0.08388261 0.04113164 0.14599722 0.00292037],[0.33113721 0.26120727 0.40490808 0.00127095],0.0,[-0.24725461 -0.34529301 -0.1382883   0.00245117],[-3.43072698 -7.47809375 -1.01587714  2.77577245]
Item,Item,Ref,1.0,0.0,0.8,[0.4522632  0.38357146 0.52200113 0.04080618],[0.45189342 0.37656691 0.52070858 0.04052089],0.0,[ 0.00036978 -0.08235544  0.07451837  0.        ],[-0.00300834 -0.19628647  0.15579351  0.0081475 ]
User,User,Ref,1.0,0.0,0.8,[0.09890271 0.06956845 0.15099601 0.00297662],[0.09824968 0.0700441  0.14087868 0.00262727],0.0,[ 0.00065303 -0.02298073  0.02522869  0.        ],[-0.00172387 -0.25545871  0.21948807  0.01530416]
Random,Random,Ref,1.0,0.0,0.8,[0.47221004 0.45811921 0.48632778 0.04191024],[0.47270137 0.45799799 0.48768301 0.04202283],0.0,[-0.00049132 -0.0211757   0.0223773   0.        ],[-0.00131505 -0.04608157  0.04598976  0.00054949]
Ideal,Ideal,Ref,1.0,0.0,0.8,[0.9994252  0.9984846  1.         0.18723911],[0.99941886 0.99844435 1.         0.1872333 ],0.0,[ 6.33846084e-06 -1.23515024e-03  1.41892103e-03  0.00000000e+00],[ 6.11788997e-06 -1.23667774e-03  1.41892780e-03  4.65922707e-07]
Item,Ideal,Naive,1.0,0.5,0.8,[0.94622947 0.90157946 0.9736463  0.16650761],[0.99945251 0.99844444 1.         0.18723752],0.0,[-0.05322304 -0.0977497  -0.02577171  0.00035894],[-0.05668432 -0.1083655  -0.02646895  0.00047869]
Item,Random,Naive,1.0,0.5,0.8,[0.48692672 0.41623358 0.55760566 0.0469532 ],[0.47230388 0.456275   0.48780944 0.04191923],0.0,[ 0.01462283 -0.05870238  0.08834409  0.00147831],[ 0.02414569 -0.1432253   0.16014823  0.00622149]
Item,User,Naive,1.0,0.5,0.8,[0.41167028 0.32833013 0.48851867 0.0346522 ],[0.32847406 0.22130902 0.43699909 0.02610158],0.0,[ 0.08319622 -0.01650669  0.18669507  0.00269943],[ 0.20052144 -0.03890018  0.43880572  0.01504155]
Ideal,Item,Naive,1.0,0.5,0.8,[0.99940898 0.99834515 1.         0.18721972],[0.94607181 0.89898827 0.97246377 0.16607685],0.0,[0.05333717 0.02713556 0.1004921  0.00032365],[0.05336801 0.0271529  0.10054943 0.00032394]
Ideal,Random,Naive,1.0,0.5,0.8,[0.99941817 0.99838339 1.         0.18722563],[0.47218899 0.4571751  0.48752848 0.04193985],0.0,[5.27229176e-01 5.12035027e-01 5.42345768e-01 5.64507091e-05],[5.27536007e-01 5.12256063e-01 5.42516444e-01 5.63546249e-05]
Ideal,User,Naive,1.0,0.5,0.8,[0.99945523 0.99844948 1.         0.18723849],[0.81111898 0.54356144 0.9242209  0.12730238],0.0,[0.18833625 0.07549599 0.45552088 0.00882189],[0.18844135 0.07553697 0.45593929 0.00883404]
Random,Item,Naive,1.0,0.5,0.8,[0.47245103 0.45832265 0.48744183 0.04200884],[0.48762244 0.41716423 0.55963126 0.0472147 ],0.0,[-0.01517141 -0.09053016  0.05815831  0.00137989],[-0.03244037 -0.19555593  0.12201436  0.0062192 ]
Random,Ideal,Naive,1.0,0.5,0.8,[0.47229979 0.45710594 0.48621444 0.04185557],[0.99942041 0.99837949 1.         0.18722543],0.0,[-5.27120624e-01 -5.42292981e-01 -5.13456197e-01  6.06195225e-05],[-1.11664613 -1.18701089 -1.05595826  0.00122147]
Random,User,Naive,1.0,0.5,0.8,[0.47264671 0.45752865 0.48774404 0.04199944],[0.12034272 0.08769854 0.17850324 0.00417066],0.0,[0.35230398 0.2947014  0.38736509 0.00054762],[0.74536516 0.62580112 0.81579016 0.00227755]
User,Ideal,Naive,1.0,0.5,0.8,[0.81706939 0.55957056 0.93356532 0.12950093],[0.99940446 0.99837963 1.         0.18722345],0.0,[-0.18233507 -0.43912038 -0.0662166   0.00934028],[-0.24595247 -0.78474534 -0.07092873  0.04049165]
User,Random,Naive,1.0,0.5,0.8,[0.12074685 0.08577705 0.17756165 0.0041463 ],[0.4722172  0.45798424 0.48683441 0.04193719],0.0,[-0.35147035 -0.39056203 -0.29128611  0.00061918],[-3.04618615 -4.53376938 -1.65890611  0.53425049]
User,Item,Naive,1.0,0.5,0.8,[0.32756457 0.21539464 0.44168009 0.02659902],[0.4124702  0.33095121 0.49087609 0.03493678],0.0,[-0.08490563 -0.18895208  0.01620602  0.00277973],[-0.29030574 -0.79629075  0.04071511  0.04843584]
Item,Ideal,Split,1.0,0.5,0.8,[0.36513136 0.27306973 0.44883987 0.02848268],[9.99422068e-01 9.98444444e-01 1.00000000e+00 1.84282005e-07],0.0,[-0.63429071 -0.72634823 -0.55001233  0.00195735],[-1.78011149 -2.66116207 -1.22549101  0.13025734]
Item,Random,Split,1.0,0.5,0.8,[0.36739538 0.28030593 0.45464096 0.02911489],[4.72411364e-01 4.56859305e-01 4.88000855e-01 5.78318391e-05],0.0,[-0.10501598 -0.19372972 -0.0153229   0.00207241],[-0.30589075 -0.70116148 -0.03397397  0.02835435]
Item,User,Split,1.0,0.5,0.8,[0.36273702 0.2777551  0.44520158 0.02806195],[0.11592198 0.0653924  0.20208108 0.00129844],0.0,[0.24681505 0.11141559 0.35858214 0.00378402],[0.67322525 0.37765407 0.83480796 0.01389109]
Ideal,Item,Split,1.0,0.5,0.8,[0.99939232 0.99838373 1.         0.18722244],[0.36430091 0.28028848 0.44915123 0.0019044 ],0.0,[0.6350914  0.55040849 0.71906102 0.00190313],[0.63547824 0.55052445 0.71952661 0.00190617]
Ideal,Random,Split,1.0,0.5,0.8,[0.99941311 0.99850427 1.         0.18724005],[4.72077890e-01 4.56943736e-01 4.88022876e-01 5.96657959e-05],0.0,[5.27335220e-01 5.11524276e-01 5.42669148e-01 6.01535396e-05],[5.27644650e-01 5.11750565e-01 5.42931778e-01 5.99187593e-05]
Ideal,User,Split,1.0,0.5,0.8,[0.99944012 0.99853179 1.         0.18724685],[0.11444567 0.06538131 0.19937081 0.00122723],0.0,[0.88499445 0.79998887 0.9341673  0.0012277 ],[0.88549005 0.80050054 0.93458916 0.0012286 ]
Random,Item,Split,1.0,0.5,0.8,[0.47191485 0.45827145 0.48624717 0.04189543],[0.36357165 0.27821995 0.44934817 0.00196892],0.0,[0.10834321 0.01656627 0.192155   0.00201351],[0.2294145  0.03537853 0.40583117 0.00897023]
Random,Ideal,Split,1.0,0.5,0.8,[0.47193697 0.45681748 0.4866712  0.04184953],[9.99426689e-01 9.98444444e-01 1.00000000e+00 1.75909503e-07],0.0,[-5.27489719e-01 -5.42692238e-01 -5.12705451e-01  5.94466510e-05],[-1.11827552 -1.18802104 -1.05310757  0.00119877]
Random,User,Split,1.0,0.5,0.8,[0.47206436 0.45579697 0.48670749 0.04180715],[0.11778886 0.06559524 0.20619065 0.00136914],0.0,[0.35427551 0.26554688 0.40796334 0.00140637],[0.75046807 0.56506452 0.85927527 0.00613379]
User,Ideal,Split,1.0,0.5,0.8,[0.1187687  0.06862473 0.20876911 0.00579093],[9.99404737e-01 9.98411872e-01 1.00000000e+00 1.79601642e-07],0.0,[-0.88063604 -0.92979656 -0.78999437  0.00139637],[ -8.19419893 -13.54914485  -3.78405944   7.06588938]
User,Random,Split,1.0,0.5,0.8,[0.11578079 0.06337405 0.19958861 0.00534886],[4.71977847e-01 4.56916100e-01 4.87150654e-01 5.85722830e-05],0.0,[-0.35619705 -0.41007159 -0.27078658  0.00139777],[-3.46564651 -6.40455378 -1.34262663  1.74381938]
User,Item,Split,1.0,0.5,0.8,[0.11712049 0.06323333 0.20102789 0.00544122],[0.36561755 0.2785     0.44889216 0.00200016],0.0,[-0.24849706 -0.3582575  -0.116       0.00388806],[-2.44295964 -5.11324341 -0.60581428  1.43839053]
Item,Ideal,Cluster,1.0,0.56,0.8,[0.94566915 0.89861617 0.97415171 0.16621897],[0.99940733 0.99844435 1.         0.18723186],0.483225063622998,[-0.05373818 -0.09011218 -0.02878672  0.00109645],[-0.05729323 -0.11159647 -0.02595558  0.00051345]
Item,Random,Cluster,1.0,0.51,0.8,[0.49041423 0.42350812 0.55827251 0.0474235 ],[0.47227919 0.45714105 0.48766038 0.04195221],0.4083734083031832,[ 0.01813504 -0.04267997  0.08099033  0.00197834],[ 0.03149697 -0.12719381  0.16172011  0.00579852]
Item,User,Cluster,1.0,0.51,0.8,[0.41357046 0.3318375  0.48913938 0.0348468 ],[0.32979048 0.21480453 0.43549292 0.02610344],0.4907150144101655,[ 0.08377998 -0.00252938  0.17001092  0.00503653],[ 0.20117615 -0.03259542  0.44285768  0.01520172]
Ideal,Item,Cluster,1.0,0.47,0.8,[0.99940624 0.9984127  1.         0.18722779],[0.94724235 0.90022172 0.9734217  0.16646697],0.48988272520976367,[0.05216388 0.02887378 0.08338543 0.00093729],[0.05219467 0.0261239  0.09914184 0.00032134]
Ideal,Random,Cluster,1.0,0.48,0.8,[0.99944318 0.99847495 1.         0.18724015],[0.4724779  0.45678819 0.48846212 0.04199943],0.45901541626641545,[0.52696529 0.51352421 0.54000036 0.05212822],[5.27258663e-01 5.11135338e-01 5.42890543e-01 6.59691765e-05]
Ideal,User,Cluster,1.0,0.47,0.8,[0.99945341 0.99850427 1.         0.18724508],[0.81067177 0.4521466  0.92982456 0.13106956],0.45665278981193397,[0.18878164 0.07562115 0.44750271 0.02872834],[0.18887428 0.06950822 0.54710033 0.01401841]
Random,Item,Cluster,1.0,0.5,0.8,[0.4721416  0.45672175 0.48697115 0.04187663],[0.48591055 0.41495363 0.56029776 0.04712015],0.411861000718736,[-0.01376894 -0.07881862  0.05085368  0.00213816],[-0.02955735 -0.19836202  0.1290782   0.00699649]
Random,Ideal,Cluster,1.0,0.48,0.8,[0.47238309 0.45802083 0.48782197 0.04201449],[0.99942608 0.99850379 1.         0.18724161],0.46037361727906323,[-0.527043   -0.53956983 -0.51431201  0.05214898],[-1.11627711 -1.18292492 -1.04893224  0.00119885]
Random,User,Cluster,1.0,0.46,0.8,[0.47250168 0.45635946 0.48869883 0.04199482],[0.12193112 0.08588748 0.18594745 0.00451435],0.4200093239410659,[0.35057056 0.29861284 0.38423912 0.02317963],[0.74187137 0.60030633 0.81806735 0.00283684]
User,Ideal,Cluster,1.0,0.46,0.8,[0.80147955 0.49881925 0.92103261 0.12647822],[0.99944098 0.99844444 1.         0.18723608],0.4572095741759967,[-0.19796143 -0.41585303 -0.08675455  0.0242374 ],[-0.27692009 -1.00320668 -0.08507886  0.05764622]
User,Random,Cluster,1.0,0.46,0.8,[0.11915457 0.08742041 0.17162551 0.00388414],[0.47245584 0.45657329 0.48721399 0.04190375],0.4177633541202913,[-0.35330127 -0.38578479 -0.31026221  0.02365785],[-3.08340008 -4.43898941 -1.73057256  0.46190418]
User,Item,Cluster,1.0,0.49,0.8,[0.32632785 0.21109596 0.43543564 0.02601042],[0.41066588 0.33018788 0.49245829 0.03498025],0.4919682848375114,[-0.08433803 -0.17625072 -0.0017837   0.00524264],[-0.28679776 -0.81042216  0.03101002  0.04565114]
Item,Ideal,User-corpus,1.0,0.5,0.8,[0.32625653 0.26049259 0.39294907 0.02218914],[9.85026181e-01 9.78174429e-01 9.91468782e-01 1.14827789e-05],0.0,[-0.65876965 -0.72310925 -0.59177192  0.00108983],[-2.05156808 -2.76824452 -1.50445441  0.10252106]
Item,Random,User-corpus,1.0,0.5,0.8,[0.33080178 0.26735618 0.39982527 0.02294419],[4.22058160e-01 4.06664399e-01 4.38989062e-01 7.17974594e-05],0.0,[-0.09125638 -0.15931723 -0.02147681  0.00127682],[-0.29033191 -0.60543869 -0.05406649  0.020071  ]
Item,User,User-corpus,1.0,0.5,0.8,[0.3277463  0.2599075  0.39147469 0.02213721],[0.08527947 0.04218229 0.14698134 0.00076761],0.0,[0.24246683 0.14813503 0.33113143 0.00214796],[0.73579413 0.51302183 0.87619064 0.00890531]
Ideal,Item,User-corpus,1.0,0.5,0.8,[0.98519091 0.97799554 0.99155679 0.18190859],[0.33010522 0.2593175  0.39867106 0.00125017],0.0,[0.65508569 0.58881697 0.72286132 0.00123062],[0.66494472 0.59637125 0.73540578 0.00127844]
Ideal,Random,User-corpus,1.0,0.5,0.8,[0.98491342 0.97777778 0.99166803 0.18186242],[4.22427551e-01 4.04443396e-01 4.39434107e-01 7.98623269e-05],0.0,[5.62485874e-01 5.42126208e-01 5.82657140e-01 1.05464373e-04],[5.71089566e-01 5.52715217e-01 5.89629097e-01 9.04920481e-05]
Ideal,User,User-corpus,1.0,0.5,0.8,[0.98511884 0.97777778 0.99195601 0.18192418],[0.08400731 0.0412976  0.14706972 0.00081894],0.0,[9.01111534e-01 8.39320442e-01 9.43352994e-01 8.20423280e-04],[9.14728166e-01 8.51256315e-01 9.58044176e-01 8.42784876e-04]
Random,Item,User-corpus,1.0,0.5,0.8,[0.42178676 0.40416351 0.43868331 0.03346768],[0.32856958 0.26542532 0.39783634 0.00119287],0.0,[0.09321718 0.02248544 0.16043748 0.00130796],[0.22056206 0.0546444  0.37726328 0.00716197]
Random,Ideal,User-corpus,1.0,0.5,0.8,[0.42265341 0.40413148 0.43971723 0.03357562],[9.85117759e-01 9.77777778e-01 9.91253377e-01 1.26274714e-05],0.0,[-5.62464354e-01 -5.83443103e-01 -5.42273068e-01  1.07095211e-04],[-1.33187472 -1.44598032 -1.23463395  0.00270408]
Random,User,User-corpus,1.0,0.5,0.8,[0.42244567 0.40504698 0.43985751 0.03361348],[0.08433432 0.04177631 0.15151569 0.0008017 ],0.0,[0.33811136 0.26897119 0.38666516 0.00090842],[0.80019444 0.64359061 0.90079481 0.00455175]
User,Ideal,User-corpus,1.0,0.5,0.8,[0.08410065 0.04055504 0.14448864 0.00287123],[9.84907309e-01 9.77555201e-01 9.91474935e-01 1.23323096e-05],0.0,[-9.00806662e-01 -9.42935185e-01 -8.39145458e-01  8.19207807e-04],[-12.1384473  -23.26319884  -5.82808105  21.89324721]
User,Random,User-corpus,1.0,0.5,0.8,[0.0840054  0.04262542 0.14838474 0.00299587],[4.22143535e-01 4.04037774e-01 4.38682910e-01 8.06587641e-05],0.0,[-0.33813813 -0.38495453 -0.27021706  0.00086407],[-4.58135474 -8.89286977 -1.84246889  3.48949162]
User,Item,User-corpus,1.0,0.5,0.8,[0.0841788  0.04166078 0.14501515 0.00287763],[0.32815786 0.26488811 0.39916636 0.00119663],0.0,[-0.24397906 -0.3308922  -0.14626629  0.00227254],[-3.391177   -7.66892599 -1.08775782  3.00276744]
Item,Item,Ref,1.0,0.0,0.7,[0.4522632  0.38357146 0.52200113 0.04080618],[0.45189342 0.37656691 0.52070858 0.04052089],0.0,[ 0.00036978 -0.08235544  0.07451837  0.        ],[-0.00300834 -0.19628647  0.15579351  0.0081475 ]
User,User,Ref,1.0,0.0,0.7,[0.09890271 0.06956845 0.15099601 0.00297662],[0.09824968 0.0700441  0.14087868 0.00262727],0.0,[ 0.00065303 -0.02298073  0.02522869  0.        ],[-0.00172387 -0.25545871  0.21948807  0.01530416]
Random,Random,Ref,1.0,0.0,0.7,[0.47221004 0.45811921 0.48632778 0.04191024],[0.47270137 0.45799799 0.48768301 0.04202283],0.0,[-0.00049132 -0.0211757   0.0223773   0.        ],[-0.00131505 -0.04608157  0.04598976  0.00054949]
Ideal,Ideal,Ref,1.0,0.0,0.7,[0.9994252  0.9984846  1.         0.18723911],[0.99941886 0.99844435 1.         0.1872333 ],0.0,[ 6.33846084e-06 -1.23515024e-03  1.41892103e-03  0.00000000e+00],[ 6.11788997e-06 -1.23667774e-03  1.41892780e-03  4.65922707e-07]
Item,Ideal,Naive,1.0,0.5,0.7,[0.94622947 0.90157946 0.9736463  0.16650761],[0.99945251 0.99844444 1.         0.18723752],0.0,[-0.05322304 -0.0977497  -0.02577171  0.00035894],[-0.05668432 -0.1083655  -0.02646895  0.00047869]
Item,Random,Naive,1.0,0.5,0.7,[0.48692672 0.41623358 0.55760566 0.0469532 ],[0.47230388 0.456275   0.48780944 0.04191923],0.0,[ 0.01462283 -0.05870238  0.08834409  0.00147831],[ 0.02414569 -0.1432253   0.16014823  0.00622149]
Item,User,Naive,1.0,0.5,0.7,[0.41167028 0.32833013 0.48851867 0.0346522 ],[0.32847406 0.22130902 0.43699909 0.02610158],0.0,[ 0.08319622 -0.01650669  0.18669507  0.00269943],[ 0.20052144 -0.03890018  0.43880572  0.01504155]
Ideal,Item,Naive,1.0,0.5,0.7,[0.99940898 0.99834515 1.         0.18721972],[0.94607181 0.89898827 0.97246377 0.16607685],0.0,[0.05333717 0.02713556 0.1004921  0.00032365],[0.05336801 0.0271529  0.10054943 0.00032394]
Ideal,Random,Naive,1.0,0.5,0.7,[0.99941817 0.99838339 1.         0.18722563],[0.47218899 0.4571751  0.48752848 0.04193985],0.0,[5.27229176e-01 5.12035027e-01 5.42345768e-01 5.64507091e-05],[5.27536007e-01 5.12256063e-01 5.42516444e-01 5.63546249e-05]
Ideal,User,Naive,1.0,0.5,0.7,[0.99945523 0.99844948 1.         0.18723849],[0.81111898 0.54356144 0.9242209  0.12730238],0.0,[0.18833625 0.07549599 0.45552088 0.00882189],[0.18844135 0.07553697 0.45593929 0.00883404]
Random,Item,Naive,1.0,0.5,0.7,[0.47245103 0.45832265 0.48744183 0.04200884],[0.48762244 0.41716423 0.55963126 0.0472147 ],0.0,[-0.01517141 -0.09053016  0.05815831  0.00137989],[-0.03244037 -0.19555593  0.12201436  0.0062192 ]
Random,Ideal,Naive,1.0,0.5,0.7,[0.47229979 0.45710594 0.48621444 0.04185557],[0.99942041 0.99837949 1.         0.18722543],0.0,[-5.27120624e-01 -5.42292981e-01 -5.13456197e-01  6.06195225e-05],[-1.11664613 -1.18701089 -1.05595826  0.00122147]
Random,User,Naive,1.0,0.5,0.7,[0.47264671 0.45752865 0.48774404 0.04199944],[0.12034272 0.08769854 0.17850324 0.00417066],0.0,[0.35230398 0.2947014  0.38736509 0.00054762],[0.74536516 0.62580112 0.81579016 0.00227755]
User,Ideal,Naive,1.0,0.5,0.7,[0.81706939 0.55957056 0.93356532 0.12950093],[0.99940446 0.99837963 1.         0.18722345],0.0,[-0.18233507 -0.43912038 -0.0662166   0.00934028],[-0.24595247 -0.78474534 -0.07092873  0.04049165]
User,Random,Naive,1.0,0.5,0.7,[0.12074685 0.08577705 0.17756165 0.0041463 ],[0.4722172  0.45798424 0.48683441 0.04193719],0.0,[-0.35147035 -0.39056203 -0.29128611  0.00061918],[-3.04618615 -4.53376938 -1.65890611  0.53425049]
User,Item,Naive,1.0,0.5,0.7,[0.32756457 0.21539464 0.44168009 0.02659902],[0.4124702  0.33095121 0.49087609 0.03493678],0.0,[-0.08490563 -0.18895208  0.01620602  0.00277973],[-0.29030574 -0.79629075  0.04071511  0.04843584]
Item,Ideal,Split,1.0,0.5,0.7,[0.36513136 0.27306973 0.44883987 0.02848268],[9.99422068e-01 9.98444444e-01 1.00000000e+00 1.84282005e-07],0.0,[-0.63429071 -0.72634823 -0.55001233  0.00195735],[-1.78011149 -2.66116207 -1.22549101  0.13025734]
Item,Random,Split,1.0,0.5,0.7,[0.36739538 0.28030593 0.45464096 0.02911489],[4.72411364e-01 4.56859305e-01 4.88000855e-01 5.78318391e-05],0.0,[-0.10501598 -0.19372972 -0.0153229   0.00207241],[-0.30589075 -0.70116148 -0.03397397  0.02835435]
Item,User,Split,1.0,0.5,0.7,[0.36273702 0.2777551  0.44520158 0.02806195],[0.11592198 0.0653924  0.20208108 0.00129844],0.0,[0.24681505 0.11141559 0.35858214 0.00378402],[0.67322525 0.37765407 0.83480796 0.01389109]
Ideal,Item,Split,1.0,0.5,0.7,[0.99939232 0.99838373 1.         0.18722244],[0.36430091 0.28028848 0.44915123 0.0019044 ],0.0,[0.6350914  0.55040849 0.71906102 0.00190313],[0.63547824 0.55052445 0.71952661 0.00190617]
Ideal,Random,Split,1.0,0.5,0.7,[0.99941311 0.99850427 1.         0.18724005],[4.72077890e-01 4.56943736e-01 4.88022876e-01 5.96657959e-05],0.0,[5.27335220e-01 5.11524276e-01 5.42669148e-01 6.01535396e-05],[5.27644650e-01 5.11750565e-01 5.42931778e-01 5.99187593e-05]
Ideal,User,Split,1.0,0.5,0.7,[0.99944012 0.99853179 1.         0.18724685],[0.11444567 0.06538131 0.19937081 0.00122723],0.0,[0.88499445 0.79998887 0.9341673  0.0012277 ],[0.88549005 0.80050054 0.93458916 0.0012286 ]
Random,Item,Split,1.0,0.5,0.7,[0.47191485 0.45827145 0.48624717 0.04189543],[0.36357165 0.27821995 0.44934817 0.00196892],0.0,[0.10834321 0.01656627 0.192155   0.00201351],[0.2294145  0.03537853 0.40583117 0.00897023]
Random,Ideal,Split,1.0,0.5,0.7,[0.47193697 0.45681748 0.4866712  0.04184953],[9.99426689e-01 9.98444444e-01 1.00000000e+00 1.75909503e-07],0.0,[-5.27489719e-01 -5.42692238e-01 -5.12705451e-01  5.94466510e-05],[-1.11827552 -1.18802104 -1.05310757  0.00119877]
Random,User,Split,1.0,0.5,0.7,[0.47206436 0.45579697 0.48670749 0.04180715],[0.11778886 0.06559524 0.20619065 0.00136914],0.0,[0.35427551 0.26554688 0.40796334 0.00140637],[0.75046807 0.56506452 0.85927527 0.00613379]
User,Ideal,Split,1.0,0.5,0.7,[0.1187687  0.06862473 0.20876911 0.00579093],[9.99404737e-01 9.98411872e-01 1.00000000e+00 1.79601642e-07],0.0,[-0.88063604 -0.92979656 -0.78999437  0.00139637],[ -8.19419893 -13.54914485  -3.78405944   7.06588938]
User,Random,Split,1.0,0.5,0.7,[0.11578079 0.06337405 0.19958861 0.00534886],[4.71977847e-01 4.56916100e-01 4.87150654e-01 5.85722830e-05],0.0,[-0.35619705 -0.41007159 -0.27078658  0.00139777],[-3.46564651 -6.40455378 -1.34262663  1.74381938]
User,Item,Split,1.0,0.5,0.7,[0.11712049 0.06323333 0.20102789 0.00544122],[0.36561755 0.2785     0.44889216 0.00200016],0.0,[-0.24849706 -0.3582575  -0.116       0.00388806],[-2.44295964 -5.11324341 -0.60581428  1.43839053]
Item,Ideal,Cluster,1.0,0.62,0.7,[0.94396974 0.8646183  0.97428034 0.16294419],[0.99944349 0.99848485 1.         0.18724143],0.4752745476718186,[-0.05547375 -0.10656019 -0.02810137  0.00154606],[-0.05962142 -0.15657209 -0.02566811  0.00097776]
Item,Random,Cluster,1.0,0.45,0.7,[0.48810236 0.41179354 0.56276813 0.04741982],[0.47231615 0.45804926 0.48687202 0.04194889],0.4085236602994934,[ 0.01578621 -0.05045285  0.07805689  0.00210422],[ 0.02645388 -0.14929856  0.15745704  0.00609663]
Item,User,Cluster,1.0,0.46,0.7,[0.41059496 0.32726933 0.48663247 0.03441413],[0.32862678 0.21569488 0.43364633 0.02586591],0.48832467889774306,[0.08196818 0.00382531 0.16451606 0.00453381],[ 0.19893354 -0.01909161  0.425086    0.01389262]
Ideal,Item,Cluster,1.0,0.53,0.7,[0.99943185 0.9984846  1.         0.18723994],[0.94535848 0.89925155 0.97188428 0.16593875],0.4841710602923903,[0.05407337 0.03007861 0.08866387 0.0010559 ],[0.05410383 0.02766163 0.10018563 0.00034508]
Ideal,Random,Cluster,1.0,0.48,0.7,[0.99942027 0.99835369 1.         0.1872222 ],[0.47197306 0.45711098 0.48657536 0.04186043],0.4483766174010203,[0.52744722 0.5149412  0.54002542 0.05224602],[5.27753008e-01 5.13065167e-01 5.42506660e-01 5.78974557e-05]
Ideal,User,Cluster,1.0,0.53,0.7,[0.99944682 0.99850427 1.         0.18724426],[0.78587506 0.50745381 0.91309491 0.1229437 ],0.4555899192184745,[0.21357177 0.09444988 0.42478226 0.02518081],[0.21369593 0.08635057 0.49220749 0.0104278 ]
Random,Item,Cluster,1.0,0.6,0.7,[0.47223973 0.45720802 0.48786358 0.04196689],[0.48992104 0.42196966 0.55531614 0.04707076],0.40349100479588706,[-0.01768131 -0.07638853  0.0416093   0.00179779],[-0.03778    -0.18672977  0.11515389  0.00601472]
Random,Ideal,Cluster,1.0,0.5,0.7,[0.47196088 0.45791608 0.48792271 0.04199095],[0.99943336 0.99837348 1.         0.1872263 ],0.4546731635937932,[-0.52747247 -0.53986232 -0.51435387  0.05220092],[-1.11817434e+00 -1.18271274e+00 -1.04830314e+00  1.17700810e-03]
Random,User,Cluster,1.0,0.5,0.7,[0.47246212 0.45668569 0.48737303 0.04192048],[0.1205621  0.08749432 0.17519602 0.00404088],0.4216859974627429,[0.35190002 0.30740652 0.38358807 0.02339123],[0.74472411 0.62955845 0.81381853 0.00234726]
User,Ideal,Cluster,1.0,0.48,0.7,[0.78308139 0.49573467 0.90855    0.12207246],[0.99941745 0.9984127  1.         0.18722919],0.45756489301841996,[-0.21633606 -0.43539672 -0.09949474  0.02629627],[-0.30521531 -1.01526589 -0.10011527  0.05199455]
User,Random,Cluster,1.0,0.5,0.7,[0.11962211 0.08832738 0.17356852 0.00396205],[0.47207094 0.45773404 0.48547009 0.04182544],0.41566164726092625,[-0.35244883 -0.38443821 -0.30888871  0.02350336],[-3.06272187 -4.36691766 -1.73064487  0.45320814]
User,Item,Cluster,1.0,0.5,0.7,[0.32232878 0.22017475 0.4303314  0.02523898],[0.41415393 0.33699252 0.48345462 0.03443896],0.48672133799743955,[-0.09182515 -0.18229313 -0.00623041  0.00551315],[-0.3177377  -0.80894886  0.0177487   0.0517377 ]
